"event_id","R0","k","at_hub","route","spill_lat","spill_lon","hub_id","hub_dist_km","travel_time","n_swath_cells","n_hub_cells"
180,0.12067218934696,1.3540749629932,FALSE,"nonspatial_sub",2.37500000000003,32.4583333333333,7,33.3425369702865,71.2699966430664,37,11
181,0.0867084413272015,1.09060554243804,FALSE,"nonspatial_sub",-0.958333333333305,29.9583333333333,29,20.6830501894697,75.5,32,10
182,0.140738580412435,1.99040322033043,FALSE,"nonspatial_sub",1.95833333333336,34.5416666666666,12,41.3479300236813,147.929992675781,38,5
183,0,0.608796990260517,FALSE,"single_case",1.12500000000003,33.5416666666666,19,33.3468987292681,114.220001220703,48,21
184,0,1.78547341762517,FALSE,"single_case",0.208333333333361,30.8749999999999,22,53.9360428568995,164.820007324219,45,7
185,0.606649830243528,0.656261727809305,FALSE,"nonspatial_sub",1.04166666666669,30.3749999999999,20,37,189.339996337891,43,8
186,0.182034328466018,1.57129335785026,FALSE,"nonspatial_sub",1.20833333333336,33.9583333333333,16,13.0800210490132,56.8899993896484,42,25
187,0.116969954567364,1.51895870671834,FALSE,"nonspatial_sub",-0.791666666666638,30.7916666666666,27,13.0808511151729,42.0299987792969,32,11
188,0.364994417169511,0.927154249768378,FALSE,"nonspatial_sub",2.20833333333336,32.2916666666666,13,20.6805574517935,58.0200004577637,33,10
189,0,0.695079812357483,FALSE,"single_case",2.70833333333336,31.8749999999999,7,29.2216642448059,101.529998779297,35,11
190,0,0.506506521401083,TRUE,"single_case",2.29166666666669,32.9583333333333,9,0,11.6099996566772,NA,NA
191,0,0.4979922037558,FALSE,"single_case",0.708333333333361,31.2916666666666,22,13.0809756326705,61.3800010681152,32,7
192,0.068014804351025,0.831254263723242,FALSE,"nonspatial_sub",0.791666666666694,33.5416666666666,16,9.24999999999997,40.5299987792969,49,33
